Company_Name,Category,Object_id,Country,Region,Amount_Raised_USD,Stage,Funded_At
DataCoup,analytics,c:184941,USA,New York,330000,angel,11/01/2013
AutoGenomics,biotech,c:43817,USA,San Diego,165600,angel,11/01/2013
Peerless Network,network_hosting,c:183621,USA,Chicago,15000000,other,11/01/2013
Connect Financial Software Solutions,software,c:41434,USA,Salt Lake City,900000,other,11/01/2013
GATHER & SAVE,mobile,c:232381,USA,Maplewood,25000,other,11/01/2013
Aperia Technologies,hardware,c:232361,USA,SF Bay,5701363,private-equity,11/01/2013
eHealth Technologies?,enterprise,c:39444,USA,Rochester,4800000,series-a,11/01/2013
Snipi,ecommerce,c:20678,USA,Philadelphia,1500000,series-a,11/01/2013
FireEye,security,c:15563,USA,SF Bay,50000000,series-c+,11/01/2013
Art.com,ecommerce,c:532,USA,SF Bay,6240000,series-c+,11/01/2013
Argyle Data,software,c:49464,USA,SF Bay,5500000,series-c+,11/01/2013
RedShift Systems,hardware,c:48210,USA,Boston,2403639,series-c+,11/01/2013
TeleCommunication Systems,mobile,c:26802,USA,Washington DC,3400000,venture,11/01/2013
BabyFirstTV,games_video,c:186202,USA,Los Angeles,2000000,venture,11/01/2013
ULURU,biotech,c:218844,USA,Dallas,400000,venture,11/01/2013
Wantable,fashion,c:186210,USA,Milwaukee,800000,angel,10/01/2013
shoto,photo_video,c:185115,USA,SF Bay,250000,angel,10/01/2013
weendy,social,c:172343,USA,SF Bay,240000,angel,10/01/2013
Yushino,games_video,c:183603,USA,New York,150000,angel,10/01/2013
Storymix Media,photo_video,c:103477,USA,Chicago,150000,angel,10/01/2013
Gigturn,games_video,c:185462,USA,Washington - Other,25000,angel,10/01/2013
Ironwood Pharmaceuticals,medical,c:36317,USA,Boston,175000000,other,10/01/2013
knowNormal,analytics,c:186211,USA,Raleigh-Durham,300000,other,10/01/2013
BioDrain Medical,medical,c:220568,USA,Minneapolis,275000,other,10/01/2013
Daily Sales Exchange,ecommerce,c:178793,USA,Anchorage,148500,private-equity,10/01/2013
Mirantis,enterprise,c:146635,USA,SF Bay,10000000,series-a,10/01/2013
ConnectSolutions,enterprise,c:10550,USA,SF Bay,10000000,series-a,10/01/2013
Applied DNA Sciences,security,c:183668,USA,Stony Brook,5500000,series-a,10/01/2013
ADOMIC (formerly YieldMetrics),advertising,c:152214,USA,Los Angeles,1700000,series-a,10/01/2013
Moerae Matrix,biotech,c:186216,USA,Morristown,5534612,series-b,10/01/2013
Foundation Medicine,medical,c:46007,USA,Boston,55962423,series-c+,10/01/2013
Guavus,analytics,c:103233,USA,SF Bay,30000000,series-c+,10/01/2013
Knowledge Adventure,games_video,c:6268,USA,Los Angeles,26800000,series-c+,10/01/2013
Streetline,hardware,c:8240,USA,SF Bay,25000000,series-c+,10/01/2013
ScaleArc,software,c:144925,USA,SF Bay,12300000,series-c+,10/01/2013
AxioMed Spine,medical,c:60115,USA,Cleveland,3600000,series-c+,10/01/2013
EDF Renewable Energy,cleantech,c:183618,USA,San Diego,200000000,venture,10/01/2013
Optimal Blue,enterprise,c:185136,USA,Dallas,22400000,venture,10/01/2013
PsomasFMG,cleantech,c:69594,USA,Los Angeles,7000000,venture,10/01/2013
PreViser,software,c:186208,USA,Mount Vernon,350000,venture,10/01/2013
GenPrime,biotech,c:186219,USA,Spokane,160000,venture,10/01/2013
Stormpulse,enterprise,c:57311,USA,Austin,635000,angel,09/01/2013
Hotelzilla,software,c:186212,USA,New York,198000,angel,09/01/2013
in3Dgallery,web,c:192672,USA,SF Bay,32500,angel,09/01/2013
Amedica,biotech,c:56176,USA,Salt Lake City,21500000,other,09/01/2013
VidSys,software,c:17878,USA,Boston,3000000,other,09/01/2013
CTX Virtual Technologies,hardware,c:185232,USA,Palm Beach,1600000,other,09/01/2013
CTX Virtual Technologies,hardware,c:185232,USA,Palm Beach,1572375,other,09/01/2013
Scrybe,enterprise,c:370,USA,SF Bay,300000,other,09/01/2013
Discovery Technology International,manufacturing,c:185241,USA,Sarasota,246797,other,09/01/2013
Sentons,semiconductor,c:185150,USA,SF Bay,10000001,private-equity,09/01/2013
NewLeaf Symbiotics,biotech,c:183619,USA,Saint Louis,7000000,series-a,09/01/2013
Kitsy Lane,ecommerce,c:183430,USA,Boston,3500000,series-a,09/01/2013
Space Race,games_video,c:232435,USA,New York,2203250,series-a,09/01/2013
BlueKite,web,c:183429,USA,Miami,1500000,series-a,09/01/2013
Host Analytics,enterprise,c:23000,USA,SF Bay,17000000,series-c+,09/01/2013
Auction.com,real_estate,c:185244,USA,Los Angeles,91700000,venture,09/01/2013
Revance Therapeutics,biotech,c:38455,USA,SF Bay,63360183,venture,09/01/2013
SR Labs,finance,c:85016,USA,New York,53000000,venture,09/01/2013
Tryton Medical,medical,c:56670,USA,Raleigh-Durham,22267224,venture,09/01/2013
K2 Intelligence,legal,c:224761,USA,New York,13352129,venture,09/01/2013
Digital Lumens,cleantech,c:39056,USA,Boston,10000000,venture,09/01/2013
Continuity Engine,software,c:26827,USA,New Haven,2161458,venture,09/01/2013
ImagineOptix,manufacturing,c:185230,USA,Raleigh-Durham,1898226,venture,09/01/2013
hc1.com Inc.,software,c:167430,USA,Indianapolis,1586321,venture,09/01/2013
Mobiplex,mobile,c:175350,USA,SF Bay,1300000,venture,09/01/2013
Ember Entertainment,games_video,c:185235,USA,Downtown Seattle,1280000,venture,09/01/2013
EasyESI,web,c:185236,USA,SF Bay,850000,venture,09/01/2013
KnowFu,software,c:232438,USA,New York,777967,venture,09/01/2013
Doculynx,enterprise,c:56165,USA,Omaha,400000,venture,09/01/2013
Shadow Health,health,c:185354,USA,Gainesville,735000,angel,08/01/2013
5 O'Clock Records,software,c:185353,USA,New York,440000,angel,08/01/2013
Echolocation,mobile,c:184319,USA,New York,200000,angel,08/01/2013
71lbs,analytics,c:159490,USA,Chicago,75000,angel,08/01/2013
Conisus,medical,c:185350,USA,Atlanta,46500000,other,08/01/2013
Accurate Group,real_estate,c:183346,USA,Charlotte,10000000,other,08/01/2013
Advanced Battery Concepts,cleantech,c:185344,USA,CLARE,1210000,other,08/01/2013
Pernix Therapeutics,biotech,c:214735,USA,Houston,34000000,private-equity,08/01/2013
Avalara,software,c:41061,USA,Seattle,425355,private-equity,08/01/2013
PureCars,automotive,c:183351,USA,Charleston,5000000,series-a,08/01/2013
SPR Therapeutics,medical,c:74941,USA,Cleveland,5000000,series-a,08/01/2013
AlchemyAPI,enterprise,c:148492,USA,Denver,2000000,series-a,08/01/2013
Aereo,web,c:149425,USA,New York,38000000,series-b,08/01/2013
InsideSales.com,enterprise,c:78219,USA,Salt Lake City,35000000,series-b,08/01/2013
Health Catalyst,analytics,c:183293,USA,Salt Lake City,33000000,series-b,08/01/2013
Chartboost,games_video,c:69854,USA,SF Bay,19000000,series-b,08/01/2013
Foundation Medicine,medical,c:46007,USA,Boston,13500000,series-b,08/01/2013
Iconixx Software,software,c:183369,USA,Austin,4500000,series-b,08/01/2013
Panaya,software,c:29365,USA,SF Bay,16000000,series-c+,08/01/2013
Labcyte,biotech,c:32236,USA,SF Bay,5300000,series-c+,08/01/2013
Piedmont Bancorp,finance,c:185338,USA,Atlanta,8310000,venture,08/01/2013
Altitude Digital,advertising,c:71619,USA,Denver,5000000,venture,08/01/2013
PureCars,automotive,c:183351,USA,Charleston,5000000,venture,08/01/2013
Navera,consulting,c:75450,USA,SF Bay,5000000,venture,08/01/2013
Fluid Imaging Technologies,analytics,c:185365,USA,Yarmouth,3900000,venture,08/01/2013
MediGain,medical,c:185355,USA,Dallas,2257500,venture,08/01/2013
PhotPharmics,medical,c:185345,USA,Highland,2080000,venture,08/01/2013
Accurate Group,real_estate,c:183346,USA,Charlotte,2000000,venture,08/01/2013
Aktana,analytics,c:172659,USA,SF Bay,1010000,venture,08/01/2013
Northwest Medical Isotopes,medical,c:186218,USA,Corvallis,830000,venture,08/01/2013
Horse Collaborative,web,c:232425,USA,Shoreham,117394,venture,08/01/2013
Ovuline,analytics,c:146428,USA,Boston,1400000,angel,07/01/2013
Yiftee,web,c:152103,USA,SF Bay,850000,angel,07/01/2013
BitPay,finance,c:183191,USA,Atlanta,510000,angel,07/01/2013
VocalizeLocal,advertising,c:156243,USA,New York,40000,angel,07/01/2013
Trendalytics,analytics,c:187917,USA,New York,40000,angel,07/01/2013
Consignd,ecommerce,c:187908,USA,New York,40000,angel,07/01/2013
Monaeo,enterprise,c:187909,USA,New York,40000,angel,07/01/2013
Cognical,finance,c:187912,USA,New York,40000,angel,07/01/2013
Suitey,real_estate,c:152823,USA,New York,40000,angel,07/01/2013
TheSquareFoot,real_estate,c:76103,USA,New York,40000,angel,07/01/2013
Acquaintable,web,c:187791,USA,New York,40000,angel,07/01/2013
Easy Pairings,web,c:173862,USA,New York,40000,angel,07/01/2013
Startist,web,c:188034,USA,New York,40000,angel,07/01/2013
Ryan,consulting,c:185340,USA,Dallas,70000000,other,07/01/2013
Quantance,semiconductor,c:15141,USA,SF Bay,1650000,other,07/01/2013
Riverchase Dermatology and Cosmetic Surgery,medical,c:185348,USA,Fort Myers,33620000,private-equity,07/01/2013
Shape Security,security,c:156630,USA,SF Bay,20000000,series-b,07/01/2013
Great Basin,biotech,c:68737,USA,Salt Lake City,9500000,series-b,07/01/2013
Infusionsoft,software,c:6451,USA,Phoenix,54000000,series-c+,07/01/2013
Marinus Pharmaceuticals,biotech,c:25544,USA,Branford,21000000,series-c+,07/01/2013
PatientSafe Solutions,mobile,c:44100,USA,San Diego,20000000,series-c+,07/01/2013
SeeChange Health,health,c:81790,USA,SF Bay,15000000,series-c+,07/01/2013
Nexxo Financial,finance,c:185336,USA,SF Bay,3660000,series-c+,07/01/2013
Tryton Medical,medical,c:56670,USA,Raleigh-Durham,24000000,venture,07/01/2013
Attivio,enterprise,c:17428,USA,Boston,8000000,venture,07/01/2013
Monteris Medical,medical,c:81488,USA,Minneapolis,7800000,venture,07/01/2013
Healthsense,biotech,c:55131,USA,Mendota Heights,7000000,venture,07/01/2013
TVAX Biomedical,biotech,c:183225,USA,Kansas City,2000000,venture,07/01/2013
MicroGREEN Polymers,cleantech,c:66525,USA,unknown,2000000,venture,07/01/2013
IGI LABORATORIES,manufacturing,c:232906,USA,unknown,2000000,venture,07/01/2013
Blue Medora,enterprise,c:183501,USA,Grand Rapids,1250000,venture,07/01/2013
Fredio,advertising,c:160672,USA,SF Bay,1105001,venture,07/01/2013
Krossover,software,c:59177,USA,New York,300000,venture,07/01/2013
Shiftboard Online Scheduling,software,c:29996,USA,Seattle,182730,venture,07/01/2013
Infinetics Technologies,software,c:39516,USA,Boston,150000,venture,07/01/2013
Calaborate,mobile,c:261780,USA,TBD,700000,angel,05/01/2013
RoboCent,mobile,c:157370,USA,Norfolk,15000,angel,05/01/2013
GoSpotCheck,enterprise,c:83111,USA,Denver,1200000,angel,04/01/2013
Ciespace,software,c:54059,USA,SF Bay,1000000,angel,04/01/2013
MyCoop,social,c:258848,USA,New York,150000,angel,04/01/2013
RF Surgical Systems,medical,c:104598,USA,Seattle,120000,angel,04/01/2013
Kuratur,other,c:147528,USA,Providence,50000,angel,04/01/2013
Yapta,travel,c:118,USA,Seattle,1150000,other,04/01/2013
Adaptivity,enterprise,c:58115,USA,Charlotte,905315,other,04/01/2013
Benson Hill Biosystems,biotech,c:215693,USA,Raleigh-Durham,300000,other,04/01/2013
GENBAND,network_hosting,c:36871,USA,Dallas,343472237,private-equity,04/01/2013
Attivio,enterprise,c:17428,USA,Boston,41940000,private-equity,04/01/2013
EZCorp,finance,c:24441,USA,Austin,27000000,private-equity,04/01/2013
Altheus Therapeutics,biotech,c:232986,USA,Oklahoma City,5850851,private-equity,04/01/2013
StudyBlue,education,c:13362,USA,Madison,9000000,series-a,04/01/2013
Organovo Holdings,biotech,c:181675,USA,San Diego,7662675,series-a,04/01/2013
Aktana,analytics,c:172659,USA,SF Bay,2060000,series-a,04/01/2013
Heyzap,games_video,c:16803,USA,SF Bay,4300000,series-b,04/01/2013
Sand 9,mobile,c:23080,USA,Boston,21152684,series-c+,04/01/2013
EndoChoice,medical,c:183667,USA,Atlanta,43000000,venture,04/01/2013
TruHearing,health,c:232941,USA,Salt Lake City,10549151,venture,04/01/2013
Celleration,medical,c:65973,USA,Minneapolis,6424979,venture,04/01/2013
Exoprise,enterprise,c:52730,USA,Boston,3625089,venture,04/01/2013
BridgeWave Communications,mobile,c:7286,USA,SF Bay,2932199,venture,04/01/2013
Airborne Media Group,advertising,c:232926,USA,Durango,2450000,venture,04/01/2013
Cervilenz,biotech,c:24980,USA,Cleveland,2000000,venture,04/01/2013
Graphicly,advertising,c:29052,USA,SF Bay,1000000,venture,04/01/2013
Wine Ring,hospitality,c:232922,USA,Syracuse,875017,venture,04/01/2013
Q Medical Centers,health,c:232928,USA,Orlando,200000,venture,04/01/2013
SpinGo,search,c:179701,USA,Salt Lake City,1000000,angel,03/01/2013
MediaCrossing Inc.,advertising,c:184223,USA,New York,650000,angel,03/01/2013
Lifeables,web,c:47533,USA,Boston,217500,angel,03/01/2013
Wideo,photo_video,c:190203,USA,SF Bay,25000,angel,03/01/2013
Constant Insight,advertising,c:277335,USA,Orlando,16666,angel,03/01/2013
Budding Biologist,pets,c:285409,USA,Iowa - Other,10000,angel,03/01/2013
Alvine Pharmaceuticals,biotech,c:31293,USA,SF Bay,6006000,other,03/01/2013
Cervel Neurotech,medical,c:200427,USA,SF Bay,3300000,other,03/01/2013
Cognition Therapeutics,biotech,c:32837,USA,Pittsburg,1921749,other,03/01/2013
Ingenious Med,medical,c:72242,USA,Atlanta,1000000,other,03/01/2013
Technology Keiretsu,consulting,c:233608,USA,Morristown,600000,other,03/01/2013
Nuron Biotech,biotech,c:233592,USA,Philadelphia,30000000,private-equity,03/01/2013
Apple Seeds,education,c:185325,USA,New York,150000,private-equity,03/01/2013
MedicaMetrix,medical,c:232994,USA,Boston,1631710,series-a,03/01/2013
Leap Motion,hardware,c:78489,USA,SF Bay,30000000,series-b,03/01/2013
Gradalis,biotech,c:182872,USA,Dallas,24000000,series-b,03/01/2013
QPID Health,health,c:187757,USA,Boston,2000000,series-b,03/01/2013
Room 77,travel,c:69286,USA,SF Bay,30300000,series-c+,03/01/2013
Crescendo Bioscience,biotech,c:36650,USA,SF Bay,28000000,series-c+,03/01/2013
BuzzFeed,news,c:2352,USA,New York,19300000,series-c+,03/01/2013
UpdateLogic,software,c:46260,USA,Boston,10973011,series-c+,03/01/2013
Angioslide,medical,c:182873,USA,Denver,6300000,series-c+,03/01/2013
Carbylan BioSurgery,medical,c:28108,USA,SF Bay,5999999,series-c+,03/01/2013
Tango Health,web,c:61774,USA,Austin,1000000,series-c+,03/01/2013
Neuronetics,biotech,c:34651,USA,Philadelphia,271500,series-c+,03/01/2013
PluralSight,education,c:29923,USA,Massachusetts - Other,27500000,venture,03/01/2013
NexPlanar,semiconductor,c:9659,USA,Portland,10000000,venture,03/01/2013
Infinite Power Solutions,cleantech,c:24902,USA,Denver,5000000,venture,03/01/2013
Aldexa Therapeutics,biotech,c:233006,USA,Boston,4793666,venture,03/01/2013
Gazzang,analytics,c:63333,USA,Austin,4060000,venture,03/01/2013
Monsoon Commerce,ecommerce,c:73141,USA,SF Bay,3049999,venture,03/01/2013
Remitly,mobile,c:139213,USA,Seattle,2600000,venture,03/01/2013
0xdata,analytics,c:182897,USA,SF Bay,1700000,venture,03/01/2013
StartDate Labs,software,c:232996,USA,Lebanon,1299995,venture,03/01/2013
Webvanta,public_relations,c:10351,USA,Sebastopol,490618,venture,03/01/2013
Electronic Compliance Solutions,biotech,c:232940,USA,San Antonio,370000,venture,03/01/2013
Elli,ecommerce,c:164545,USA,Portland,350207,venture,03/01/2013
Tego,mobile,c:75327,USA,Boston,202634,venture,03/01/2013
Docracy,web,c:140868,USA,New York,200000,venture,03/01/2013
Greatist,news,c:74170,USA,New York,1450000,angel,02/01/2013
Workers On Call,consulting,c:234198,USA,Pahoa,150000,angel,02/01/2013
Zoondy,web,c:156876,USA,Los Angeles,75000,angel,02/01/2013
Kovio,semiconductor,c:27429,USA,SF Bay,5000000,other,02/01/2013
ACADIA Pharmaceuticals,biotech,c:65949,USA,San Diego,86385000,private-equity,02/01/2013
Rennovia,biotech,c:32943,USA,SF Bay,28383533,series-a,02/01/2013
Independa,web,c:56748,USA,San Diego,5000000,series-a,02/01/2013
Spinal Restoration,biotech,c:175279,USA,Austin,2999999,series-a,02/01/2013
Kyruus,analytics,c:69282,USA,Boston,11000000,series-b,02/01/2013
PowWowHR,enterprise,c:193711,USA,Atlanta,2152352,series-b,02/01/2013
Halt Medical,medical,c:31858,USA,SF Bay,15000000,series-c+,02/01/2013
Solarflare Communications,enterprise,c:7201,USA,Los Angeles,22022208,venture,02/01/2013
Qliance Medical Management,medical,c:46754,USA,Seattle,8652781,venture,02/01/2013
Revolution Analytics,analytics,c:34268,USA,SF Bay,7800000,venture,02/01/2013
nLIGHT Corp.,semiconductor,c:21789,USA,Vancouver,3004040,venture,02/01/2013
Souktel,public_relations,c:233624,USA,Willmington,500000,venture,02/01/2013
ShelfX,hardware,c:139299,USA,Denver,1300000,angel,01/01/2013
Media Retrievers,advertising,c:168203,USA,New York,1250000,angel,01/01/2013
TapCommerce,mobile,c:222903,USA,New York,1200000,angel,01/01/2013
FileLife,security,c:234123,USA,Los Angeles,1200000,angel,01/01/2013
Speek,software,c:171477,USA,Washington DC,1200000,angel,01/01/2013
Mavatar,ecommerce,c:184698,USA,SF Bay,1100000,angel,01/01/2013
Keaton Row,fashion,c:262038,USA,New York,1000000,angel,01/01/2013
Car Guy Nation,ecommerce,c:184030,USA,New York,950000,angel,01/01/2013
TV Talk Network,games_video,c:188045,USA,Columbus,900000,angel,01/01/2013
DinnerTime,health,c:281872,USA,Washington DC,900000,angel,01/01/2013
Kloudless,enterprise,c:168572,USA,SF Bay,888888,angel,01/01/2013
GoSave,advertising,c:50578,USA,Los Angeles,725000,angel,01/01/2013
PayTango,software,c:200216,USA,SF Bay,700000,angel,01/01/2013
SquareHub,mobile,c:217864,USA,unknown,650000,angel,01/01/2013
Urbita,web,c:151427,USA,Los Angeles,650000,angel,01/01/2013
71lbs,analytics,c:159490,USA,Chicago,600000,angel,01/01/2013
CourseWeaver,education,c:257228,USA,East Lansing,600000,angel,01/01/2013
Vicino,social,c:273433,USA,Los Angeles,600000,angel,01/01/2013
SeamlessDocs (bizodo),enterprise,c:138016,USA,New York,585000,angel,01/01/2013
CallsFreeCalls,mobile,c:202739,USA,Miami,504300,angel,01/01/2013
Locket,advertising,c:229383,USA,SF Bay,500000,angel,01/01/2013
HeatSync,analytics,c:195553,USA,Los Angeles,500000,angel,01/01/2013
Crowd Supply,ecommerce,c:190892,USA,unknown,500000,angel,01/01/2013
Trellie,hardware,c:184667,USA,Kansas City,500000,angel,01/01/2013
Brandizi,software,c:211342,USA,SF Bay,500000,angel,01/01/2013
LawPal,legal,c:193865,USA,SF Bay,400000,angel,01/01/2013
CoNarrative,software,c:227979,USA,Sacramento,400000,angel,01/01/2013
71lbs,analytics,c:159490,USA,Chicago,300000,angel,01/01/2013
YEVVO,mobile,c:183094,USA,SF Bay,300000,angel,01/01/2013
Topple Track,software,c:275469,USA,Asheville,250000,angel,01/01/2013
"BabyJunk, Inc",ecommerce,c:172104,USA,Los Angeles,200000,angel,01/01/2013
Knetik Media,fashion,c:86172,USA,Londwood,200000,angel,01/01/2013
CashBet,games_video,c:256896,USA,SF Bay,200000,angel,01/01/2013
bizHive,advertising,c:170469,USA,Chicago,150000,angel,01/01/2013
Movatu,enterprise,c:182568,USA,SF Bay,150000,angel,01/01/2013
PathJump,web,c:166367,USA,New York,150000,angel,01/01/2013
CareerStarter,web,c:182445,USA,unknown,150000,angel,01/01/2013
Drifty,web,c:202790,USA,Madison,118000,angel,01/01/2013
BRIVAS LABS,enterprise,c:154693,USA,Cincinnati,100000,angel,01/01/2013
Blinpick,mobile,c:267124,USA,New York,100000,angel,01/01/2013
Hipscan,mobile,c:271655,USA,California - Other,100000,angel,01/01/2013
Marketecture,software,c:75421,USA,Salt Lake City,100000,angel,01/01/2013
Travefy,web,c:160534,USA,Omaha,95000,angel,01/01/2013
Tow Choice,mobile,c:245588,USA,Honolulu,90000,angel,01/01/2013
MedGRC,software,c:235696,USA,Dallas,80000,angel,01/01/2013
Atooma,mobile,c:162223,USA,SF Bay,65000,angel,01/01/2013
SaleMove,software,c:160427,USA,New York,55000,angel,01/01/2013
Time To Cater,ecommerce,c:193127,USA,Saint Louis,50000,angel,01/01/2013
Time To Cater,ecommerce,c:193127,USA,Saint Louis,50000,angel,01/01/2013
Kedzoh,education,c:237061,USA,SF Bay,50000,angel,01/01/2013
MyTraining,health,c:244569,USA,SF Bay,50000,angel,01/01/2013
Sentimed Medical Corporation,medical,c:194381,USA,Boston,50000,angel,01/01/2013
Paybook,software,c:162735,USA,Austin,50000,angel,01/01/2013
?Shwr?m,software,c:200077,USA,Gainesville,50000,angel,01/01/2013
Rootless,software,c:178792,USA,Providence,50000,angel,01/01/2013
Edtrips,travel,c:263425,USA,Providence,50000,angel,01/01/2013
EmpowrNet,software,c:263625,USA,Tulsa,38000,angel,01/01/2013
Invieo,consulting,c:237906,USA,San Diego,25000,angel,01/01/2013
HEVO Power,cleantech,c:270010,USA,New York,20000,angel,01/01/2013
ONDiGO CRM,mobile,c:230781,USA,SF Bay,20000,angel,01/01/2013
Nextlanding,real_estate,c:232756,USA,New York,20000,angel,01/01/2013
Edventory,education,c:214428,USA,New York,15000,angel,01/01/2013
Greekdrop,ecommerce,c:206969,USA,Sacramento,10000,angel,01/01/2013
MedGRC,software,c:235696,USA,Dallas,10000,angel,01/01/2013
dMetrics,analytics,c:259003,USA,New York,1300000,other,01/01/2013
Marketecture,software,c:75421,USA,Salt Lake City,630000,other,01/01/2013
BlueMessaging,software,c:281262,USA,New York,380000,other,01/01/2013
BlueMessaging,software,c:281262,USA,New York,350000,other,01/01/2013
CueThink,education,c:271968,USA,Boston,150000,other,01/01/2013
BlueMessaging,software,c:281262,USA,New York,120000,other,01/01/2013
OhMyGov Inc.,software,c:70852,USA,Washington DC,100000,other,01/01/2013
Samasource,enterprise,c:21656,USA,SF Bay,80000,other,01/01/2013
New Relic,software,c:4892,USA,SF Bay,60000000,private-equity,01/01/2013
Raydiance,manufacturing,c:5389,USA,Chevy Chase,20000000,private-equity,01/01/2013
Marqeta,web,c:82234,USA,SF Bay,15824000,private-equity,01/01/2013
Cleave Biosciences,biotech,c:137289,USA,SF Bay,15476000,private-equity,01/01/2013
Panasas,network_hosting,c:22717,USA,SF Bay,15000000,private-equity,01/01/2013
Geo Semiconductor,semiconductor,c:49546,USA,SF Bay,5655000,private-equity,01/01/2013
Cloudant,enterprise,c:471,USA,Boston,2000000,private-equity,01/01/2013
Icon Bioscience,biotech,c:259535,USA,SF Bay,17000000,series-a,01/01/2013
"Deep Information Sciences, Inc.",analytics,c:243586,USA,Boston,10000000,series-a,01/01/2013
RelateIQ,enterprise,c:193029,USA,SF Bay,9000000,series-a,01/01/2013
Netskope,software,c:268966,USA,SF Bay,5500000,series-a,01/01/2013
Raise,ecommerce,c:184680,USA,Chicago,4500000,series-a,01/01/2013
Hired,web,c:179095,USA,SF Bay,2700000,series-a,01/01/2013
Keychain Logistics,software,c:233792,USA,SF Bay,2520000,series-a,01/01/2013
BoostCTR,advertising,c:53757,USA,SF Bay,2000000,series-a,01/01/2013
Helpa,advertising,c:189774,USA,Los Angeles,2000000,series-a,01/01/2013
August,hardware,c:218319,USA,SF Bay,2000000,series-a,01/01/2013
Fortscale,security,c:272414,USA,New York,2000000,series-a,01/01/2013
Brandcast,web,c:197552,USA,SF Bay,1500000,series-a,01/01/2013
EV Connect,cleantech,c:218859,USA,Los Angeles,1400000,series-a,01/01/2013
Warby Parker,ecommerce,c:66124,USA,New York,41500000,series-b,01/01/2013
Revolucionadolabs,software,c:186511,USA,SF Bay,54000000,series-c+,01/01/2013
Karyopharm Therapeutics,biotech,c:60796,USA,Boston,20000000,venture,01/01/2013
Concept.io,mobile,c:155670,USA,SF Bay,5500000,venture,01/01/2013
PulsePoint,advertising,c:165258,USA,New York,3000000,venture,01/01/2013
EnglishCentral,education,c:33614,USA,Boston,2000000,venture,01/01/2013
Elucid Bioimaging,biotech,c:263700,USA,unknown,375000,venture,01/01/2013
ReadyPulse,advertising,c:152092,USA,Seattle,1000000,angel,31/12/2012
"Spikes, Inc.",security,c:183737,USA,SF Bay,1000000,angel,31/12/2012
OverNear,mobile,c:80013,USA,Los Angeles,802500,angel,31/12/2012
ChoreMonster,web,c:146109,USA,Cincinnati,775000,angel,31/12/2012
Social Rewards,advertising,c:49247,USA,Los Angeles,700000,angel,31/12/2012
Recognition PRO,software,c:223901,USA,Allentown,395000,angel,31/12/2012
Jetaport,travel,c:159078,USA,New York,300000,angel,31/12/2012
Golf Pipeline,social,c:189821,USA,Chicago,250000,angel,31/12/2012
Crestone Telecom,mobile,c:234413,USA,unknown,135000,angel,31/12/2012
HOTELbeat,hospitality,c:175214,USA,San Diego,125000,angel,31/12/2012
ENEEDO,web,c:172862,USA,Los Angeles,110000,angel,31/12/2012
SocialThreader,advertising,c:193182,USA,SF Bay,25000,angel,31/12/2012
Altavoz,games_video,c:76505,USA,Washington DC,25000,angel,31/12/2012
MoBeam,mobile,c:128427,USA,SF Bay,2215228,other,31/12/2012
WealthEngine,analytics,c:30481,USA,Washington DC,1200001,other,31/12/2012
Deep Domain,analytics,c:234367,USA,Seattle,393817,other,31/12/2012
Kozio,software,c:226043,USA,Longmont,385694,other,31/12/2012
Umbie Health,software,c:143633,USA,East Hartford,235000,other,31/12/2012
Ultragenyx Pharmaceutical,biotech,c:79677,USA,SF Bay,75000005,private-equity,31/12/2012
Degree Controls,consulting,c:260572,USA,Milford,2500000,series-a,31/12/2012
Cumulus Funding,finance,c:182746,USA,Chicago,850000,series-a,31/12/2012
Ignyta,biotech,c:182777,USA,San Diego,5500000,series-b,31/12/2012
Calithera Biosciences,biotech,c:51338,USA,SF Bay,2000000,series-c+,31/12/2012
Actinium Pharmaceuticals,biotech,c:234390,USA,New York,5141450,venture,31/12/2012
TMMI (TMM Inc.),photo_video,c:155853,USA,Willmington,1830000,venture,31/12/2012
schoox,web,c:81080,USA,Austin,1000000,venture,31/12/2012
SpokenLayer,web,c:158915,USA,New York,372000,venture,31/12/2012
Chaffee County Telecom,mobile,c:234372,USA,unknown,105000,venture,31/12/2012
Skyepack,mobile,c:234362,USA,West Lafayette,20000,venture,31/12/2012
engageSimply,web,c:191378,USA,New York,465000,angel,30/12/2012
HumanCentric Performance,biotech,c:263895,USA,San Diego,400000,angel,30/12/2012
MelStevia Inc,biotech,c:204078,USA,Asheville,25000,angel,30/12/2012
Ortho Kinematics,biotech,c:35591,USA,Austin,605004,venture,30/12/2012
Routeware,software,c:261861,USA,Portland,529500,venture,30/12/2012
"Seen Digital Media, Inc.",web,c:67489,USA,Columbus,400000,venture,30/12/2012
Aquavit Pharmaceuticals,biotech,c:172208,USA,New York,329982,venture,30/12/2012
Nook Media,mobile,c:182474,USA,New York,89500000,venture,29/12/2012
Cheezburger,news,c:13129,USA,Seattle,5000000,venture,29/12/2012
BATTERIES & BANDS,other,c:263927,USA,Salt Lake City,500000,angel,28/12/2012
Epunchit,mobile,c:185520,USA,San Diego,40000,angel,28/12/2012
Sword Diagnostics,biotech,c:44190,USA,Chicago,1274971,other,28/12/2012
Uromedica,biotech,c:263912,USA,Minneapolis,1250000,other,28/12/2012
Iconixx Software,software,c:183369,USA,Austin,4764900,series-a,28/12/2012
"Sphere (Spherical, Inc.)",mobile,c:237034,USA,SF Bay,1750000,series-a,28/12/2012
VictorOps,software,c:182226,USA,Denver,1600000,series-a,28/12/2012
